573.13196	1
573.13295	1
573.13368	1
573.13401	0
573.13434	1
573.13595	1
573.13670	1
573.13671	1
573.13899	0
573.14013	0
573.14212	1
573.14277	1
573.14309	0
573.14521	1
573.14550	1
573.13074	1
573.13226	1
573.13304	1
573.13464	1
573.13661	0
573.13818	1
573.13846	1
573.14103	1
573.14116	1
573.14227	1
573.14457	1
573.5636	1
573.17927	1
573.23199	1
573.24330	1
573.13730	1
573.13778	1
573.13832	1
573.13920	1
573.14048	1
573.14401	1
573.14426	1
573.14468	1
573.14517	1
573.14536	1
573.20063	1
573.12780	1
573.5803	1
573.5818	1
573.5684	1
573.13265	1
573.13294	1
573.13316	1
573.13489	1
573.13712	1
573.13737	1
573.13878	1
573.14151	0
573.14206	1
573.14220	1
573.14286	1
573.14287	1
573.14356	1
573.14448	0
573.14545	1
573.13100	0
573.13130	0
573.13244	1
573.13261	1
573.13674	1
573.13913	1
573.14308	1
573.14317	1
573.14363	1
573.14391	1
573.14441	1
573.14442	1
573.14520	1
573.24280	1
573.33421	1
573.13067	1
573.13114	1
573.13127	1
573.13301	1
573.13596	1
573.13631	1
573.13633	1
573.13753	1
573.14392	1
573.14458	1
573.14544	1
573.24290	1
573.23218	1
573.24429	1
573.33414	1
1304924.3	1
573.13374	1
573.13483	1
573.13497	1
573.13499	1
573.13554	1
573.13584	1
573.13777	1
573.13809	1
573.13882	1
573.13954	0
573.13958	1
573.14503	1
573.7026	1
573.23205	1
573.13289	1
573.13312	1
573.13425	1
573.13484	1
573.13719	0
573.13945	1
573.14010	1
573.14045	1
573.14088	1
573.14325	1
573.14465	1
573.14529	1
573.5767	1
573.5724	1
573.5658	1
573.13198	1
573.13336	1
573.13590	1
573.13600	1
573.13677	1
573.13817	1
573.13911	1
573.13931	1
573.14075	1
573.14166	1
573.14184	1
573.14371	1
573.14484	1
573.24325	1
573.24401	1
